Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Membership,Age,TotalSpent,RelationshipStatus,Children,HouseHoldSize,Parent
Graduate,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,243,46,270,Partner,2,4,1
Graduate,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,450,63,177,Alone,1,2,1
Postgraduate,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,525,62,315,Alone,0,1,0
Postgraduate,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,1,70,767,Partner,1,3,1
Undergraduate,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,614,59,1071,Alone,1,2,1
Graduate,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,484,51,1580,Partner,0,2,0
Graduate,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,197,56,60,Partner,1,3,1
Postgraduate,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,198,54,573,Partner,1,3,1
Graduate,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,460,68,41,Alone,2,3,1
Graduate,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,526,73,170,Partner,2,4,1
Graduate,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,449,66,1526,Partner,0,2,0
Postgraduate,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,237,48,458,Partner,2,4,1
Postgraduate,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,98,53,63,Partner,1,3,1
Graduate,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,251,67,405,Partner,1,3,1
Graduate,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,464,52,1027,Partner,2,4,1
Graduate,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,449,52,1478,Alone,1,2,1
Graduate,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,256,43,72,Partner,0,2,0
Graduate,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,435,52,48,Alone,1,2,1
Graduate,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,29,49,726,Alone,0,1,0
Postgraduate,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,510,69,860,Partner,1,3,1
Postgraduate,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,218,38,1497,Partner,0,2,0
Postgraduate,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,48,54,495,Partner,1,3,1
Graduate,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,109,48,20,Partner,2,4,1
Graduate,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,582,70,570,Alone,0,1,0
Graduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,92,52,769,Partner,1,3,1
Undergraduate,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,301,46,55,Partner,1,3,1
Postgraduate,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,420,44,1808,Alone,0,1,0
Graduate,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,325,52,55,Partner,1,3,1
Graduate,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,14,63,577,Alone,0,1,0
Graduate,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,437,61,162,Partner,0,2,0
Graduate,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,403,65,1957,Partner,1,3,1
Undergraduate,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,439,65,1576,Alone,1,2,1
Graduate,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,418,70,1616,Partner,3,5,1
Graduate,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,533,62,36,Alone,3,4,1
Postgraduate,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,414,66,1482,Alone,1,2,1
Graduate,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,120,40,22,Partner,1,3,1
Postgraduate,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,219,48,63,Alone,2,3,1
Graduate,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,657,32,680,Alone,0,1,0
Postgraduate,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,420,57,542,Partner,2,4,1
Undergraduate,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,270,44,50,Partner,1,3,1
Graduate,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,500,57,39,Partner,2,4,1
Graduate,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,457,68,1043,Partner,1,3,1
Postgraduate,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,430,52,385,Alone,1,2,1
Graduate,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,644,44,1633,Alone,0,1,0
Undergraduate,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,362,44,46,Alone,1,2,1
Graduate,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,100,47,761,Alone,1,2,1
Graduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,74,76,Partner,2,4,1
Graduate,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,577,50,290,Partner,1,3,1
Graduate,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,48,36,89,Alone,1,2,1
Graduate,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,596,43,70,Partner,1,3,1
Undergraduate,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,337,64,1066,Partner,0,2,0
Graduate,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,167,54,2009,Partner,0,2,0
Undergraduate,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,638,33,1345,Alone,0,1,0
Postgraduate,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,552,68,764,Alone,1,2,1
Graduate,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,249,61,195,Alone,1,2,1
Graduate,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,415,44,53,Partner,2,4,1
Graduate,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,381,50,368,Alone,1,2,1
Postgraduate,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,169,70,544,Partner,1,3,1
Undergraduate,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,600,67,1853,Partner,0,2,0
Postgraduate,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,34,58,35,Partner,2,4,1
Postgraduate,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,104,50,446,Partner,1,3,1
Graduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,454,45,1180,Alone,1,2,1
Postgraduate,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,117,51,41,Partner,1,3,1
Graduate,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,495,39,727,Partner,2,4,1
Graduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,58,40,Partner,2,4,1
Undergraduate,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,420,35,1062,Partner,0,2,0
Graduate,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,154,55,40,Partner,1,3,1
Postgraduate,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,134,55,292,Partner,2,4,1
Graduate,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,536,37,15,Partner,0,2,0
Undergraduate,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,633,35,341,Partner,1,3,1
Undergraduate,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,194,49,369,Alone,1,2,1
Postgraduate,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,383,51,401,Partner,1,3,1
Postgraduate,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,460,58,393,Alone,1,2,1
Postgraduate,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,278,38,10,Alone,2,3,1
Graduate,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,419,46,486,Partner,1,3,1
Graduate,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,620,45,69,Partner,1,3,1
Postgraduate,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,274,41,1727,Partner,0,2,0
Graduate,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,174,65,995,Alone,1,2,1
Graduate,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,18,48,45,Partner,1,3,1
Undergraduate,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,86,43,182,Alone,2,3,1
Postgraduate,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,266,46,989,Partner,1,3,1
Graduate,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,285,71,1677,Partner,0,2,0
Postgraduate,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,364,53,595,Alone,2,3,1
Graduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,500,41,156,Partner,1,3,1
Postgraduate,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,85,68,1226,Alone,0,1,0
Undergraduate,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,528,46,128,Partner,1,3,1
Graduate,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,139,52,86,Alone,1,2,1
Graduate,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,621,49,68,Partner,1,3,1
Graduate,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,341,49,16,Alone,2,3,1
Undergraduate,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,10,43,55,Partner,2,4,1
Postgraduate,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,655,52,2114,Alone,0,1,0
Postgraduate,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,362,54,2018,Partner,0,2,0
Postgraduate,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,580,71,263,Alone,3,4,1
Graduate,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,200,65,55,Partner,2,4,1
Graduate,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,454,62,564,Partner,2,4,1
Postgraduate,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,195,46,1281,Alone,0,1,0
Graduate,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,505,51,83,Partner,1,3,1
Postgraduate,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,659,59,353,Alone,2,3,1
Graduate,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,166,41,1003,Partner,0,2,0
Undergraduate,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,60,33,14,Alone,1,2,1
Postgraduate,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,564,52,1139,Alone,1,2,1
Graduate,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,326,68,797,Partner,1,3,1
Graduate,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,157,66,1638,Alone,1,2,1
Postgraduate,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,322,50,401,Partner,1,3,1
Graduate,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,250,38,84,Alone,1,2,1
Graduate,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,508,66,928,Partner,0,2,0
Graduate,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,317,54,203,Alone,1,2,1
Graduate,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,350,57,858,Partner,0,2,0
Graduate,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,207,51,409,Partner,0,2,0
Graduate,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,462,55,282,Partner,3,5,1
Graduate,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,81,47,1423,Alone,0,1,0
Graduate,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,220,63,1449,Alone,0,1,0
Graduate,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,209,53,28,Alone,1,2,1
Graduate,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,176,50,67,Partner,1,3,1
Postgraduate,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,111,38,199,Partner,0,2,0
Postgraduate,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,365,58,1453,Alone,0,1,0
Graduate,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,234,32,1253,Partner,0,2,0
Postgraduate,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,520,61,1198,Alone,1,2,1
Postgraduate,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,350,52,178,Partner,1,3,1
Graduate,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,414,70,976,Partner,0,2,0
Postgraduate,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,185,64,1001,Partner,0,2,0
Postgraduate,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,326,42,1919,Partner,0,2,0
Undergraduate,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,224,70,350,Alone,1,2,1
Postgraduate,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,407,70,1650,Alone,0,1,0
Postgraduate,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,77,69,46,Partner,2,4,1
Graduate,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,438,31,1228,Alone,0,1,0
Postgraduate,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,521,55,95,Alone,1,2,1
Postgraduate,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,56,76,62,Partner,2,4,1
Graduate,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,42,38,1761,Partner,1,3,1
Postgraduate,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,667,45,467,Partner,0,2,0
Graduate,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,139,46,1149,Partner,0,2,0
Undergraduate,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,181,42,2052,Alone,0,1,0
Graduate,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,56,31,1127,Alone,0,1,0
Postgraduate,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,224,48,1416,Partner,1,3,1
Postgraduate,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,82,50,1113,Partner,0,2,0
Graduate,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,139,35,125,Alone,1,2,1
Postgraduate,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,686,73,966,Alone,1,2,1
Undergraduate,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,554,35,32,Partner,1,3,1
Graduate,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,38,72,833,Alone,0,1,0
Postgraduate,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,35,53,46,Partner,1,3,1
Graduate,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,248,53,960,Partner,0,2,0
Postgraduate,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,403,54,1829,Partner,1,3,1
Graduate,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,350,53,779,Alone,1,2,1
Postgraduate,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,324,49,811,Alone,1,2,1
Undergraduate,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,384,72,1120,Alone,2,3,1
Postgraduate,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,344,62,725,Partner,1,3,1
Graduate,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,397,41,1187,Alone,0,1,0
Graduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,482,71,2302,Partner,0,2,0
Undergraduate,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,554,38,66,Alone,0,1,0
Postgraduate,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,636,37,1250,Partner,0,2,0
Undergraduate,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,133,42,683,Partner,1,3,1
Graduate,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,272,45,305,Alone,2,3,1
Graduate,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,205,47,50,Partner,1,3,1
Undergraduate,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,636,49,995,Alone,1,2,1
Postgraduate,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,50,45,41,Partner,1,3,1
Postgraduate,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,52,48,77,Partner,2,4,1
Postgraduate,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,516,51,171,Alone,2,3,1
Postgraduate,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,414,53,131,Alone,2,3,1
Postgraduate,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,49,48,54,Partner,2,4,1
Postgraduate,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,504,48,53,Partner,2,4,1
Graduate,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,575,59,475,Partner,1,3,1
Graduate,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,681,72,694,Alone,1,2,1
Graduate,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,53,51,96,Partner,2,4,1
Postgraduate,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,428,67,361,Alone,1,2,1
Graduate,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,646,57,1079,Alone,1,2,1
Postgraduate,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,53,62,578,Alone,1,2,1
Postgraduate,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,546,55,64,Partner,1,3,1
Postgraduate,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,258,49,149,Partner,1,3,1
Graduate,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,4,44,231,Partner,2,4,1
Graduate,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,290,65,728,Partner,1,3,1
Graduate,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,314,51,1778,Partner,0,2,0
Graduate,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,625,51,93,Partner,1,3,1
Postgraduate,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,442,50,23,Partner,1,3,1
Graduate,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,624,44,662,Partner,1,3,1
Graduate,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,147,36,1198,Partner,0,2,0
Postgraduate,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,528,56,81,Partner,3,5,1
Undergraduate,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,594,36,92,Partner,1,3,1
Undergraduate,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,224,65,491,Alone,1,2,1
Postgraduate,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,623,53,1564,Partner,0,2,0
Graduate,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,146,62,926,Partner,0,2,0
Postgraduate,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,697,65,1910,Partner,0,2,0
Postgraduate,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,261,59,411,Partner,3,5,1
Graduate,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,177,72,94,Partner,2,4,1
Graduate,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,290,70,1085,Partner,1,3,1
Undergraduate,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,352,64,23,Alone,2,3,1
Graduate,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,7,59,6,Alone,0,1,0
Postgraduate,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,326,45,54,Alone,1,2,1
Graduate,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,258,46,1150,Alone,1,2,1
Graduate,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,318,74,1415,Partner,0,2,0
Postgraduate,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,312,50,405,Partner,1,3,1
Postgraduate,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,216,46,1908,Partner,0,2,0
Graduate,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,247,55,2486,Partner,0,2,0
Undergraduate,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,413,48,1315,Alone,0,1,0
Postgraduate,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,0,68,45,Alone,2,3,1
Graduate,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,100,70,1789,Alone,0,1,0
Undergraduate,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,577,52,19,Partner,1,3,1
Postgraduate,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,667,43,573,Partner,1,3,1
Graduate,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,131,35,805,Alone,1,2,1
Graduate,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,7,70,108,Alone,2,3,1
Graduate,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,95,29,23,Alone,0,1,0
Graduate,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,232,46,1493,Partner,0,2,0
Graduate,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,124,67,89,Partner,2,4,1
Graduate,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,320,51,936,Partner,1,3,1
Graduate,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,238,68,343,Alone,1,2,1
Postgraduate,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,657,68,528,Alone,1,2,1
Undergraduate,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,459,43,724,Partner,2,4,1
Graduate,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,501,37,58,Partner,1,3,1
Postgraduate,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,408,70,297,Partner,1,3,1
Graduate,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,512,70,488,Alone,1,2,1
Postgraduate,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,601,71,859,Partner,1,3,1
Graduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,413,72,1574,Partner,0,2,0
